DMS_id,h,N_h,exact_or_sampled,V_h,V_h_se,G_h,G_h_se,V_h_over_Vinf,G_h_over_GMD,V_h_N1_mean,V_h_N1_lo,V_h_N1_hi,V_h_N2_mean
5A12_Ang2_fitness_4ZFG,1_nested_sampled,1332,exact_enum,0.00452511834610404,0.00017378784334824924,0.07547304800196923,0.0015868395785249905,0.7302208942016182,0.8566212318204114,,,,
5A12_Ang2_fitness_4ZFG,1_samesite_sampled,4454,exact_enum,0.0043646172040932305,9.719586479918007e-05,0.07407848297128483,0.00085311084101845,0.7043207345869154,0.8407928792354281,,,,
5A12_Ang2_fitness_4ZFG,2,39874,exact_enum,0.004921320116051534,3.655685322296035e-05,0.07881829533928027,0.00030173615066373993,0.7941561967963916,0.8945898838186261,,,,
5A12_Ang2_fitness_4ZFG,3,114108,exact_enum,0.0054566209769307435,2.3516529020500393e-05,0.08321117891969908,0.00018697419952224764,0.8805379979783766,0.9444492368396389,,,,
5A12_Ang2_fitness_4ZFG,4,137386,exact_enum,0.00625742470127957,2.5015274729727147e-05,0.08920089818954019,0.00018214542317268985,1.0097641456607784,1.0124327201495467,,,,
5A12_Ang2_fitness_4ZFG,5,84080,exact_enum,0.007549227568357668,4.179069027058392e-05,0.09669315474980025,0.00026148429431013104,1.218223101334751,1.097470044249629,,,,
5A12_Ang2_fitness_4ZFG,6,40043,exact_enum,0.006767651609028116,5.464064300983873e-05,0.09139480953851031,0.0003597473775416156,1.0920997489147013,1.0373336760803384,,,,
5A12_Ang2_fitness_4ZFG,7,19375,exact_enum,0.006203273098080455,6.459921227140848e-05,0.08818837701293138,0.0004888092896000205,1.001025670976563,1.0009405761257852,,,,
5A12_Ang2_fitness_4ZFG,8,4414,exact_enum,0.006253309346951686,0.00014688194360122026,0.08804809846346924,0.0010378159086216465,1.009100048616808,0.9993484106174424,,,,
5A12_Ang2_fitness_4ZFG,9,30,exact_enum,0.022317503121247067,0.004696463195987651,0.17132274807588635,0.02257101550973469,3.6013880387405335,1.9445180416165857,,,,
5A12_Ang2_fitness_4ZFG,random,445096,closed_form,0.00619691710006675,,0.08810550707642509,,1.0,1.0,,,,
5A12_VEGF_fitness_4ZFF,1,163186,exact,0.06897412557347811,0.0005550406859103706,0.25028127313115345,0.0006793252681992651,0.07454160700848828,0.24988080925888417,,,,
5A12_VEGF_fitness_4ZFF,1_nested,22064,exact,0.09791422138781725,0.0016226767315524325,0.31051207927628705,0.00212263060968759,0.10581770121112308,0.3100152427846962,,,,
5A12_VEGF_fitness_4ZFF,1_samesite,141122,exact,0.06444942868675899,0.0005886386569434854,0.24086436785213086,0.0007087194281193105,0.06965168380383605,0.24047897154886366,,,,
5A12_VEGF_fitness_4ZFF,1_sampled,7250,sampled,0.07003712377543247,0.0027258074281383427,0.25192875306806056,0.003250594660258592,0.07569040873032236,0.25152565313682146,,,,
5A12_VEGF_fitness_4ZFF,1_nested_sampled,973,sampled,0.09927211037400328,0.009083023493637498,0.30659755825085383,0.010365477428724972,0.10728519683107995,0.3061069852092939,,,,
5A12_VEGF_fitness_4ZFF,1_samesite_sampled,6277,sampled,0.065505398116613,0.002811633202183116,0.2434545221547488,0.0033807006417308455,0.07079288940229342,0.24306498146141667,,,,
5A12_VEGF_fitness_4ZFF,2,88013,sampled,0.11214452715335438,0.0011851040936091037,0.2994797834590485,0.001236660791282338,0.12119665456741141,0.29900059925061784,,,,
5A12_VEGF_fitness_4ZFF,3,522626,sampled,0.20878053862010867,0.0007872683374550774,0.37698828866291306,0.000725970067200802,0.2256329707907868,0.3763850865615756,,,,
5A12_VEGF_fitness_4ZFF,4,1773881,sampled,0.44167954812663857,0.000638073942475326,0.5681451750600198,0.0005621506866792574,0.47733121698033243,0.5672361113735154,,,,
5A12_VEGF_fitness_4ZFF,5,4169675,sampled,0.7463980442783056,0.000504217705709273,0.8352139347733545,0.0004367076939849762,0.8066461042587173,0.8338775463080563,,,,
5A12_VEGF_fitness_4ZFF,6,6276270,sampled,0.9999810347950884,0.0004341012977492597,1.0653090198571105,0.00037125902160761124,1.0806979094244447,1.063604466536288,,,,
5A12_VEGF_fitness_4ZFF,7,5302520,sampled,1.1540979267668312,0.0004718953061935572,1.2098605176671489,0.00039906306967441485,1.2472548711722091,1.2079246739591907,,,,
5A12_VEGF_fitness_4ZFF,8,1857167,sampled,1.1280685035392297,0.0007841997269855921,1.1922126981031511,0.0006704352928228514,1.21912439440636,1.1903050918820464,,,,
5A12_VEGF_fitness_4ZFF,9,2598,sampled,1.840449181959606,0.023352334094015804,1.7310819838350906,0.016228894971917766,1.9890073052767907,1.7283121569687436,,,,
5A12_VEGF_fitness_4ZFF,random,449415190,closed_form,0.9253104184569542,,1.0016026195587289,,1.0,1.0,,,,
ACE2_SARS2-RBD_enrich_6M17,1,21850,exact,0.5663079471528767,0.009992028890404174,0.684750299223653,0.005511514562236262,0.47978901710627575,0.5773791638927106,,,,
ACE2_SARS2-RBD_enrich_6M17,1_nested,2185,exact,0.5914596344288084,0.020946540636474362,0.8180858860548043,0.015332392713263952,0.5010981005781806,0.6898072851056509,,,,
ACE2_SARS2-RBD_enrich_6M17,1_samesite,19665,exact,0.5635133152333287,0.010855382051384862,0.6699352340201918,0.005872678307655774,0.477421341164953,0.5648871504246062,,,,
ACE2_SARS2-RBD_enrich_6M17,1_sampled,21850,exact_enum,0.5663079471528732,0.009992028890404181,0.6847502992236554,0.005511514562236221,0.4797890171062728,0.5773791638927126,,,,
ACE2_SARS2-RBD_enrich_6M17,1_nested_sampled,2185,exact_enum,0.5914596344288084,0.020946540636474362,0.8180858860548043,0.015332392713263952,0.5010981005781806,0.6898072851056509,,,,
ACE2_SARS2-RBD_enrich_6M17,1_samesite_sampled,19665,exact_enum,0.5635133152333287,0.010855382051384862,0.6699352340201918,0.005872678307655774,0.477421341164953,0.5648871504246062,,,,
ACE2_SARS2-RBD_enrich_6M17,2,2366355,exact_enum,1.1859966462457638,0.0011913687386559042,1.1905909571135433,0.0006351041319774849,1.0048034255114973,1.00390231612285,,,,
ACE2_SARS2-RBD_enrich_6M17,random,2388205,closed_form,1.180327033262282,,1.1859629547541037,,1.0,1.0,,,,
BH3_Bcl-xL_normed_1PQ1,1,3655,exact,0.058817451484301064,0.0032718081013425903,0.1839657304893786,0.004788024075578621,0.5776160766914066,0.6475917377062786,,,,
BH3_Bcl-xL_normed_1PQ1,1_nested,1371,exact,0.06512311563162973,0.00404865763636338,0.20998384232456027,0.007927139821645238,0.6395407758036386,0.7391800689153589,,,,
BH3_Bcl-xL_normed_1PQ1,1_samesite,2284,exact,0.0550323965167058,0.00463575524742642,0.16834802850775243,0.0059817196103561805,0.5404449897899749,0.5926146789989016,,,,
BH3_Bcl-xL_normed_1PQ1,1_sampled,3655,exact_enum,0.058817451484301175,0.00327180810134259,0.18396573048937873,0.004788024075578626,0.5776160766914077,0.6475917377062792,,,,
BH3_Bcl-xL_normed_1PQ1,1_nested_sampled,1371,exact_enum,0.06512311563162973,0.00404865763636338,0.2099838423245602,0.00792713982164524,0.6395407758036386,0.7391800689153587,,,,
BH3_Bcl-xL_normed_1PQ1,1_samesite_sampled,2284,exact_enum,0.05503239651670574,0.00463575524742642,0.16834802850775232,0.005981719610356177,0.5404449897899744,0.5926146789989012,,,,
BH3_Bcl-xL_normed_1PQ1,2,24365,exact_enum,0.12406492838347709,0.0018421180172076648,0.31299191906866947,0.002482575562339203,1.2183781408310697,1.1017866219893881,,,,
BH3_Bcl-xL_normed_1PQ1,3,33780,exact_enum,0.09459372871024321,0.0012075696421288236,0.2753531896100437,0.0018319582419796222,0.9289565779946379,0.9692916722488696,,,,
BH3_Bcl-xL_normed_1PQ1,4,43397,exact_enum,0.10216966391275555,0.0011638917302114798,0.2918109117812037,0.0016572279809226311,1.0033559587653516,1.0272257498140607,,,,
BH3_Bcl-xL_normed_1PQ1,5,24711,exact_enum,0.09858152312433383,0.0016565431005778892,0.2781082227495062,0.0022020006160568518,0.9681186651981906,0.9789898736121171,,,,
BH3_Bcl-xL_normed_1PQ1,6,3995,exact_enum,0.08309510501710493,0.004630806227440749,0.22598240683937054,0.00536810591920218,0.8160344819607058,0.7954978307473658,,,,
BH3_Bcl-xL_normed_1PQ1,random,133903,closed_form,0.10182793356654526,,0.28407671033755216,,1.0,1.0,,,,
BH3_Mcl-1_normed_3KZ0,1,3655,exact,0.1243860046492286,0.005929651151597854,0.27601194521718503,0.006871687295826492,0.5125783100103701,0.6819692059653603,,,,
BH3_Mcl-1_normed_3KZ0,1_nested,1371,exact,0.2131458308300689,0.013715176276545834,0.38727055225772455,0.01419652573081784,0.878345840118682,0.9568665255018216,,,,
BH3_Mcl-1_normed_3KZ0,1_samesite,2284,exact,0.07110679199864536,0.00435318891025825,0.20922755368803458,0.0065649594807436025,0.2930217059041987,0.5169585995360746,,,,
BH3_Mcl-1_normed_3KZ0,1_sampled,3655,exact_enum,0.12438600464922875,0.005929651151597858,0.27601194521718525,0.006871687295826496,0.5125783100103708,0.6819692059653608,,,,
BH3_Mcl-1_normed_3KZ0,1_nested_sampled,1371,exact_enum,0.21314583083006894,0.013715176276545834,0.3872705522577247,0.01419652573081784,0.8783458401186821,0.956866525501822,,,,
BH3_Mcl-1_normed_3KZ0,1_samesite_sampled,2284,exact_enum,0.07110679199864539,0.004353188910258249,0.20922755368803514,0.006564959480743596,0.2930217059041988,0.516958599536076,,,,
BH3_Mcl-1_normed_3KZ0,2,24365,exact_enum,0.18418802824725955,0.0030543403106680434,0.3644783588299404,0.003109147796104891,0.7590145572193852,0.9005516654984833,,,,
BH3_Mcl-1_normed_3KZ0,3,33780,exact_enum,0.324845430125616,0.0040247903973327755,0.472216556292414,0.003554125115263762,1.3386451478841086,1.1667507711850427,,,,
BH3_Mcl-1_normed_3KZ0,4,43397,exact_enum,0.27485427280617736,0.003190427958263046,0.4383883169905663,0.002870270883117786,1.1326381858748233,1.083168093349363,,,,
BH3_Mcl-1_normed_3KZ0,5,24711,exact_enum,0.1823089749737532,0.0033232149750859557,0.35034388712102654,0.0031286157388596774,0.7512712266568393,0.8656282695545758,,,,
BH3_Mcl-1_normed_3KZ0,6,3995,exact_enum,0.03638131997018291,0.0012973294668573079,0.1680541821282,0.00333826871295538,0.1499226183753667,0.4152275984104433,,,,
BH3_Mcl-1_normed_3KZ0,random,133903,closed_form,0.24266731974420083,,0.4047278715854579,,1.0,1.0,,,,
CD19_FMC63_Fitness_7URV,1,27759,exact,4.368544460383328,0.05456925079560407,2.13093635572988,0.012294932201982198,0.17686939308914468,0.38101688935333705,,,,
CD19_FMC63_Fitness_7URV,1_nested,4540,exact,4.9922295097332405,0.14268565933945637,2.2924502783243903,0.03227473862786678,0.20212054874468602,0.4098959932311897,,,,
CD19_FMC63_Fitness_7URV,1_samesite,23219,exact,4.246595620034967,0.05893947691720117,2.099355615449115,0.01326544930350397,0.17193204666267678,0.3753701719406383,,,,
CD19_FMC63_Fitness_7URV,1_sampled,27759,exact_enum,4.368544460383357,0.05456925079560398,2.1309363557298955,0.012294932201982188,0.17686939308914584,0.3810168893533398,,,,
CD19_FMC63_Fitness_7URV,1_nested_sampled,4540,exact_enum,4.992229509733239,0.1426856593394563,2.2924502783244023,0.03227473862786658,0.20212054874468594,0.40989599323119186,,,,
CD19_FMC63_Fitness_7URV,1_samesite_sampled,23219,exact_enum,4.246595620034957,0.05893947691720119,2.099355615449116,0.01326544930350393,0.1719320466626764,0.37537017194063854,,,,
CD19_FMC63_Fitness_7URV,2,1543110,exact_enum,9.669200102198626,0.013156154570243547,3.2828727733175325,0.0023554154698004178,0.391477200070273,0.5869860772091335,,,,
CD19_FMC63_Fitness_7URV,3,1740972,exact_enum,19.32973225085554,0.020874744723881945,4.59603193714438,0.003173721523427481,0.7826034604405724,0.8217823058631618,,,,
CD19_FMC63_Fitness_7URV,4,2913678,exact_enum,42.481185274842716,0.017424611520792176,8.461928571178582,0.00214117489803943,1.7199370466312345,1.5130145456719999,,,,
CD19_FMC63_Fitness_7URV,5,567408,exact_enum,13.596264743316443,0.02723586815004815,3.841963729922479,0.004680799640642464,0.550472386223283,0.6869529751309791,,,,
CD19_FMC63_Fitness_7URV,6,755628,exact_enum,8.282153089634827,0.01636568735904458,2.9848254671736196,0.003182893215401698,0.3353197852784492,0.5336944539460826,,,,
CD19_FMC63_Fitness_7URV,random,7548555,closed_form,24.699267544732965,,5.592760886128988,,1.0,1.0,,,,
CR6261_FluAH1_logKd_3GBN,1,9860,exact,0.16566813796673574,0.003996711019779463,0.32704895994121075,0.004770336563226409,0.25790077738703104,0.3941246830558486,,,,
CR6261_FluAH1_logKd_3GBN,1_nested,9860,exact,0.16566813796673574,0.003996711019779463,0.32704895994121075,0.004770336563226409,0.25790077738703104,0.3941246830558486,,,,
CR6261_FluAH1_logKd_3GBN,1_samesite,0,exact,,,,,,,,,,
CR6261_FluAH1_logKd_3GBN,1_sampled,9860,exact_enum,0.16566813796673532,0.003996711019779464,0.3270489599412107,0.0047703365632264004,0.2579007773870304,0.3941246830558485,,,,
CR6261_FluAH1_logKd_3GBN,1_nested_sampled,9860,exact_enum,0.16566813796673532,0.003996711019779464,0.3270489599412107,0.0047703365632264004,0.2579007773870304,0.3941246830558485,,,,
CR6261_FluAH1_logKd_3GBN,1_samesite_sampled,0,exact_enum,,,,,,,,,,
CR6261_FluAH1_logKd_3GBN,2,48558,exact_enum,0.3033378822247011,0.002587746132237308,0.5082933963715992,0.002678272813299238,0.4722155786672388,0.6125412347446333,,,,
CR6261_FluAH1_logKd_3GBN,3,144446,exact_enum,0.42141038013188536,0.0018519997902466505,0.6363540219062024,0.0017410930324498137,0.6560227329699305,0.7668663041771484,,,,
CR6261_FluAH1_logKd_3GBN,4,287536,exact_enum,0.5250053224248115,0.0015177559596779799,0.7344071132607344,0.0013326572366392279,0.8172922231604629,0.8850294793778822,,,,
CR6261_FluAH1_logKd_3GBN,5,401487,exact_enum,0.6161877332809217,0.0014283377563288474,0.8129791016877923,0.0011930255496708888,0.9592387370310796,0.9797160976794618,,,,
CR6261_FluAH1_logKd_3GBN,6,400843,exact_enum,0.6965675095109286,0.0015492867437161726,0.8782913396749098,0.0012454234036001464,1.0843684513523495,1.0584234725659865,,,,
CR6261_FluAH1_logKd_3GBN,7,285964,exact_enum,0.7665854372295555,0.001951268166156622,0.9338416378969242,0.0015204824144667084,1.1933675516699291,1.1253667940929677,,,,
CR6261_FluAH1_logKd_3GBN,8,142830,exact_enum,0.8260053203466584,0.0028938347796165073,0.9821060761553432,0.0021939149005822433,1.28586834413507,1.1835299707466629,,,,
CR6261_FluAH1_logKd_3GBN,9,47552,exact_enum,0.8746518429285735,0.005190509442464817,1.0252222558429755,0.003831886926679189,1.3615979089447543,1.2354890127721192,,,,
CR6261_FluAH1_logKd_3GBN,10,9502,exact_enum,0.9125520120884211,0.011873474663151416,1.0654858083470682,0.008520556052011517,1.4205982889175606,1.2840103713853084,,,,
CR6261_FluAH1_logKd_3GBN,11,863,exact_enum,0.9364699499072406,0.039666939420393406,1.1048255831958025,0.02749276383318308,1.4578320915827827,1.3314184912476463,,,,
CR6261_FluAH1_logKd_3GBN,random,1779441,closed_form,0.6423716114593869,,0.8298109050299369,,1.0,1.0,,,,
CR9114_FluAH1_logKd_4FQI,1,517544,exact,0.08261545364843734,0.0003703034707168715,0.20646638325716898,0.00048671652829840523,0.2020560859552949,0.32384297925003747,,,,
CR9114_FluAH1_logKd_4FQI,1_nested,517544,exact,0.08261545364843734,0.0003703034707168715,0.20646638325716898,0.00048671652829840523,0.2020560859552949,0.32384297925003747,,,,
CR9114_FluAH1_logKd_4FQI,1_samesite,0,exact,,,,,,,,,,
CR9114_FluAH1_logKd_4FQI,1_sampled,4880,sampled,0.07631239688188547,0.003541909285341836,0.19909799940534254,0.004811716838480996,0.18664043520763848,0.31228565286503873,,,,
CR9114_FluAH1_logKd_4FQI,1_nested_sampled,4880,sampled,0.07631239688188547,0.003541909285341836,0.19909799940534254,0.004811716838480996,0.18664043520763848,0.31228565286503873,,,,
CR9114_FluAH1_logKd_4FQI,1_samesite_sampled,0,sampled,,,,,,,,,,
CR9114_FluAH1_logKd_4FQI,2,36881,sampled,0.14598077037806925,0.0019119313063157269,0.3091963029078371,0.0023074073336672696,0.3570313032819526,0.4849750856634634,,,,
CR9114_FluAH1_logKd_4FQI,3,170606,sampled,0.2021650590150191,0.0010764634592019765,0.3901054716772146,0.0012157113599150294,0.49444357850195764,0.6118812960090138,,,,
CR9114_FluAH1_logKd_4FQI,4,555493,sampled,0.2549288204998907,0.0006869141167382668,0.45976120983021773,0.0007330208659166831,0.6234901267576851,0.7211364755179801,,,,
CR9114_FluAH1_logKd_4FQI,5,1330917,sampled,0.30179351573485885,0.0004908111979397968,0.517486840194215,0.0005022977577605385,0.7381090808453934,0.8116792545469443,,,,
CR9114_FluAH1_logKd_4FQI,6,2447048,sampled,0.34324133471493046,0.00039119226628528517,0.5661300815133876,0.00038672929942366164,0.8394797530943772,0.8879762862509296,,,,
CR9114_FluAH1_logKd_4FQI,7,3491106,sampled,0.38134473270476904,0.0003487139569781389,0.6088650779359138,0.00033507840391324003,0.9326708344165974,0.9550062227538253,,,,
CR9114_FluAH1_logKd_4FQI,8,3928308,sampled,0.41489862118056237,0.00034494417139887575,0.6455350620229556,0.0003242763125077648,1.0147349891793367,1.0125231739807352,,,,
CR9114_FluAH1_logKd_4FQI,9,3490893,sampled,0.44648030271102784,0.0003809027470231531,0.679433083404335,0.0003515096188569583,1.0919756345565006,1.0656922955667607,,,,
CR9114_FluAH1_logKd_4FQI,10,2441760,sampled,0.4749774383227488,0.00047004396173603923,0.7098286100212645,0.0004274287771213943,1.1616722763875111,1.113367746360315,,,,
CR9114_FluAH1_logKd_4FQI,11,1333033,sampled,0.5002044735086753,0.0006505606979451995,0.7373607007675153,0.0005853274985005615,1.223371096218675,1.1565518916511375,,,,
CR9114_FluAH1_logKd_4FQI,12,555452,sampled,0.5241281577197082,0.001025486750590637,0.7641352459030772,0.0009143261909815312,1.2818822558121592,1.1985478249744086,,,,
CR9114_FluAH1_logKd_4FQI,13,171826,sampled,0.5412935907795452,0.0018562430236050771,0.7849444959383429,0.001647622795733918,1.3238644766271372,1.2311871797258578,,,,
CR9114_FluAH1_logKd_4FQI,14,36779,sampled,0.5657806448401566,0.0040475145957833605,0.8138935301084544,0.0035714998035310075,1.3837534935308946,1.2765938039140814,,,,
CR9114_FluAH1_logKd_4FQI,15,4763,sampled,0.5855875952447485,0.011225274148618122,0.8389372905334488,0.009905700806598663,1.432196184295423,1.315874997586915,,,,
CR9114_FluAH1_logKd_4FQI,16,255,sampled,0.5536872776340634,0.04707550885103878,0.8055007719849174,0.04240528368853593,1.3541762372698376,1.2634297442159668,,,,
CR9114_FluAH1_logKd_4FQI,random,2118581871,closed_form,0.40887386914302637,,0.6375509011660783,,1.0,1.0,,,,
CR9114_FluAH3_logKd_4FQY,1,524272,exact,0.03572623381533895,0.00025968989399177743,0.07293003297457791,0.00035516732643877996,0.27468960860735847,0.37042958269375303,,,,
CR9114_FluAH3_logKd_4FQY,1_nested,524272,exact,0.03572623381533895,0.00025968989399177743,0.07293003297457791,0.00035516732643877996,0.27468960860735847,0.37042958269375303,,,,
CR9114_FluAH3_logKd_4FQY,1_samesite,0,exact,,,,,,,,,,
CR9114_FluAH3_logKd_4FQY,1_sampled,4904,sampled,0.03314228223363129,0.0024766083695994083,0.06978446599505288,0.003538839865896964,0.25482228499557324,0.35445247400429336,,,,
CR9114_FluAH3_logKd_4FQY,1_nested_sampled,4904,sampled,0.03314228223363129,0.0024766083695994083,0.06978446599505288,0.003538839865896964,0.25482228499557324,0.35445247400429336,,,,
CR9114_FluAH3_logKd_4FQY,1_samesite_sampled,0,sampled,,,,,,,,,,
CR9114_FluAH3_logKd_4FQY,2,36454,sampled,0.06041826941559559,0.0013316525596438705,0.10924985894603528,0.0017283964017761851,0.46454017135661047,0.5549069156850391,,,,
CR9114_FluAH3_logKd_4FQY,3,170725,sampled,0.08288927548615714,0.0007559442383769708,0.13807905575808693,0.0009270119478526305,0.637313822630369,0.701337500026156,,,,
CR9114_FluAH3_logKd_4FQY,4,555650,sampled,0.09924526507276382,0.0004659012748437751,0.15888612523388457,0.0005583809708918909,0.763070721640587,0.8070217256960712,,,,
CR9114_FluAH3_logKd_4FQY,5,1330907,sampled,0.11273221319515085,0.0003270768825895002,0.17518181147889886,0.00038255474968867904,0.8667683159684736,0.8897915258626659,,,,
CR9114_FluAH3_logKd_4FQY,6,2442729,sampled,0.12151978085927999,0.0002526414567852935,0.18582881914290864,0.0002921614398170272,0.9343336108368605,0.9438702975984626,,,,
CR9114_FluAH3_logKd_4FQY,7,3493484,sampled,0.12848573020607876,0.0002181968398393663,0.194520771132156,0.000250452079372263,0.9878929619159909,0.988018860499749,,,,
CR9114_FluAH3_logKd_4FQY,8,3928502,sampled,0.13340518893585165,0.0002100278652942342,0.20074796004402584,0.00024012136800822935,1.0257173852802353,1.019648285249676,,,,
CR9114_FluAH3_logKd_4FQY,9,3491024,sampled,0.1365675810665564,0.0002251179052091619,0.20530812330850676,0.0002572256563632999,1.0500321860268316,1.0428104765469963,,,,
CR9114_FluAH3_logKd_4FQY,10,2443311,sampled,0.13924871519549942,0.00027171727999996157,0.2088140621822065,0.00031006068030387977,1.070646720665716,1.0606180027603342,,,,
CR9114_FluAH3_logKd_4FQY,11,1332315,sampled,0.14037287900156156,0.00037023081747961225,0.21030373664602464,0.0004213361559862714,1.0792901202889136,1.0681844259124265,,,,
CR9114_FluAH3_logKd_4FQY,12,557409,sampled,0.14061341594342835,0.0005694665668008529,0.2116396331276157,0.0006512824147336692,1.0811395455252404,1.0749697728540675,,,,
CR9114_FluAH3_logKd_4FQY,13,171156,sampled,0.14084196144923844,0.0010391455653991028,0.2104497869840095,0.0011777132087330286,1.0828967717658913,1.0689262515163018,,,,
CR9114_FluAH3_logKd_4FQY,14,36218,sampled,0.14002121707673326,0.002230167616064193,0.21054884144680952,0.002551104587410266,1.0765862843068594,1.0694293735062748,,,,
CR9114_FluAH3_logKd_4FQY,15,4915,sampled,0.137088146317094,0.006117020530683872,0.20491752081845532,0.006873143545460238,1.0540346752246539,1.040826510388098,,,,
CR9114_FluAH3_logKd_4FQY,16,297,sampled,0.18511499365301368,0.02987142968705621,0.25878934575504586,0.03195420027557448,1.423300463651672,1.3144547649806657,,,,
CR9114_FluAH3_logKd_4FQY,random,2147385345,closed_form,0.13006037613314328,,0.196879613243178,,1.0,1.0,,,,
CXCR4_CXCL12_enrich_8U4O,1,55656,exact,1.6691748862684244,0.011451068478815829,1.382041556297943,0.005065885638752228,0.8162336962783044,0.8829960933080426,,,,
CXCR4_CXCL12_enrich_8U4O,1_nested,5584,exact,1.3148902354556942,0.032226834240316776,1.1620446612482969,0.015136867672191997,0.6429869787255221,0.7424385261469733,,,,
CXCR4_CXCL12_enrich_8U4O,1_samesite,50072,exact,1.7086845022242136,0.01219742496480387,1.4065754806859687,0.005360681606394719,0.8355540683588032,0.8986709905565531,,,,
CXCR4_CXCL12_enrich_8U4O,1_sampled,55656,exact_enum,1.6691748862684217,0.011451068478815846,1.382041556297936,0.0050658856387522525,0.8162336962783031,0.8829960933080383,,,,
CXCR4_CXCL12_enrich_8U4O,1_nested_sampled,5584,exact_enum,1.3148902354556942,0.032226834240316776,1.1620446612482969,0.015136867672191997,0.6429869787255221,0.7424385261469733,,,,
CXCR4_CXCL12_enrich_8U4O,1_samesite_sampled,50072,exact_enum,1.7086845022242136,0.01219742496480387,1.4065754806859687,0.005360681606394719,0.8355540683588032,0.8986709905565531,,,,
CXCR4_CXCL12_enrich_8U4O,2,15537664,exact_enum,2.046317900723359,0.0007796366002618088,1.5658288777850011,0.0003249653396343878,1.0006582519354337,1.0004191086530576,,,,
CXCR4_CXCL12_enrich_8U4O,random,15593320,closed_form,2.0449717940819974,,1.565172900278963,,1.0,1.0,,,,
GB1_IgG-Fc_fitness_1FCC,1,1046609,exact,0.1438433201935632,0.00041000307191123807,0.3027021709049574,0.00043281279543662355,0.14158765817317776,0.2677064935218304,,,,
